,symbol,entry_date,entry_price,exit_date,exit_price,size,pnl,return,holding_days
21,SPY,2020-08-14,336.6,2020-08-25,344.55,175.16823265511928,1271.9393747001086,0.023618538324420735,11
22,SPY,2020-09-03,343.27,2020-10-05,338.84,166.65630825636455,-851.1706227313771,-0.012905293209427016,32
23,SPY,2020-10-16,346.21,2020-11-04,344.44,149.88512331173106,-368.49790557687083,-0.00511250397157792,19
24,SPY,2020-12-09,367.5,2021-01-07,379.88,176.44425461598064,2050.3916129022327,0.03368707482993205,29
25,SPY,2021-01-27,372.26,2021-02-02,383.34,149.17874324015588,1538.5853024129974,0.029764143340675897,6
26,SPY,2021-02-16,391.47,2021-03-05,383.95,171.69556605054913,-1422.9297593577649,-0.019209645694433952,17
27,SPY,2021-04-20,411.8,2021-04-29,419.35,135.23947375534155,907.6893928875506,0.01833414278776102,9
28,SPY,2021-05-04,415.58,2021-06-21,421.21,140.1669891774438,671.1197137836571,0.013547331440396437,48
29,SPY,2021-07-08,430.26,2021-07-09,435.65,134.74669108605883,608.9385754065443,0.012527309068935066,1
30,SPY,2021-07-19,425.75,2021-08-11,443.57,172.2373271780544,2916.5469471913966,0.04185554903112143,23
31,SPY,2021-08-17,443.0,2021-08-23,448.0,141.29146932859433,579.9234887028142,0.011286681715575675,6
32,SPY,2021-09-07,451.11,2021-10-14,443.2,147.62338323594224,-1298.4889016131929,-0.017534525947108248,37
33,SPY,2021-10-27,454.85,2021-11-04,467.19,134.90060534625817,1538.6880665632052,0.02712982301857747,8
34,SPY,2021-11-26,457.1,2021-12-03,453.53,172.8164849155557,-773.6313944956346,-0.0078101071975499314,7
35,SPY,2022-01-10,465.98,2022-03-17,438.51,136.8396861087096,-3878.9373133465633,-0.0589510279411134,66
36,SPY,2022-03-31,453.2,2022-05-31,414.57,120.22840115246152,-4744.059469962878,-0.0852383053839364,61
37,SPY,2022-06-17,366.33,2022-07-15,385.2,156.54845069177605,2833.5246406040824,0.0515109327655392,28
38,SPY,2022-08-05,412.95,2022-08-12,427.19,176.0744293506076,2356.940620239562,0.03448359365540621,7
39,SPY,2022-08-24,413.82,2022-09-12,411.38,156.96111130035038,-512.0618648443633,-0.0058962834082451065,19
40,SPY,2022-10-12,357.58,2022-10-24,378.86,143.31593840297114,2941.224113044962,0.05951115834218923,12
41,SPY,2022-11-28,396.44,2023-01-13,398.4,195.08273989266564,226.99796400671767,0.00494400161436781,46
42,SPY,2023-02-16,407.3,2023-03-30,404.22,186.5543694469223,-725.3300633249746,-0.0075619936164988966,42
43,SPY,2023-04-10,410.18,2023-04-28,416.17,138.66956692520418,715.2681886611099,0.014603344872982538,18
44,SPY,2023-05-02,411.0,2023-05-08,412.54,157.13666639996262,112.40497070302081,0.003746958637469655,6
45,SPY,2023-06-20,437.39,2023-07-17,450.29,132.4026928471693,1588.815140212755,0.029493129701182008,27
46,SPY,2023-07-21,451.95,2023-08-29,449.45,129.82489428690545,-441.2034833930302,-0.0055315853523619785,39
47,SPY,2023-09-15,443.29,2023-11-16,450.54,149.1353537372757,946.9156214919494,0.016354982065916124,62
48,SPY,2023-11-27,454.7,2023-12-01,459.82,144.83885045330086,608.4419136902434,0.0112601715416758,4
49,SPY,2023-12-04,455.82,2023-12-18,471.79,168.28848432255464,2528.85284341815,0.03503575972971795,14
50,SPY,2023-12-29,475.07,2024-01-29,491.29,147.89456231321518,2253.6042208021536,0.03414233691876989,31
51,SPY,2024-01-30,489.21,2024-05-02,506.49,131.08083488564895,2132.360953833624,0.035322254246642704,93
52,SPY,2024-05-23,526.1,2024-06-17,547.54,134.03150955761174,2726.9337270415854,0.04075270861053015,25
53,SPY,2024-07-19,549.05,2024-08-15,553.55,128.22035286763764,435.10981162094686,0.008195974865677025,27
54,SPY,2024-08-28,554.46,2024-09-16,562.44,147.16526535502703,1008.9183254724048,0.014392381776864083,19
55,SPY,2024-09-17,563.46,2024-09-19,570.25,116.66616513704538,659.1720288223878,0.012050544847904021,2
56,SPY,2024-10-03,567.8,2024-10-24,579.36,122.55844727501871,1274.835731934727,0.020359281437125842,21
57,SPY,2024-10-31,569.4,2024-11-07,595.73,165.7477767704961,4166.755857179247,0.046241657885493614,7
58,SPY,2024-11-19,591.39,2024-12-05,606.22,105.91245543842142,1442.3334229287648,0.025076514651921844,16
59,SPY,2024-12-10,603.16,2025-01-23,609.02,121.0630614065417,562.0436183523852,0.009715498375223897,44
60,SPY,2025-01-27,599.17,2025-02-14,609.78,106.38621160569038,999.0782090946523,0.017707829163676525,18
61,SPY,2025-02-27,584.89,2025-04-22,536.65,155.50643860775983,-7668.452206465765,-0.08247704696609626,54
62,SPY,2025-05-07,561.01,2025-05-08,564.32,105.26550540176628,229.68136629321816,0.005900073082476309,1
