entry_regime,pnl_count,pnl_sum,pnl_mean,return_mean,return_std,return_min,return_max,win_rate,sharpe
strong_uptrend,1,210.58169078041465,210.58169078041465,0.17701846136787824,,0.17701846136787824,0.17701846136787824,1.0,0.0
weak_uptrend,1,-4.883104945717662,-4.883104945717662,-0.02599552943124439,,-0.02599552943124439,-0.02599552943124439,0.0,0.0
