,symbol,entry_date,entry_price,exit_date,exit_price,size,pnl,return,holding_days,holding_bars,entry_regime,exit_regime
0,SPY,2024-12-03 20:10:00,603.95,2024-12-30 16:15:00,588.25,0.2893535483034056,-4.883104945717662,-0.02599552943124439,26.836805555555557,2093,weak_uptrend,weak_downtrend
1,SPY,2025-04-23 13:30:00,541.13,2025-07-25 19:50:00,636.92,2.2279816672020023,210.58169078041465,0.17701846136787824,93.26388888888889,7274,strong_uptrend,weak_uptrend
