date,open,high,low,close,volume,average,barCount
2022-07-01 13:30:00+00:00,376.53,377.66,376.21,376.74,1876979.0,376.94,9607
2022-07-01 13:35:00+00:00,376.72,376.92,375.75,376.47,1101443.0,376.303,6528
2022-07-01 13:40:00+00:00,376.46,378.37,376.42,377.35,1059448.0,377.695,6039
2022-07-01 13:45:00+00:00,377.35,379.49,377.16,378.88,1306985.0,378.721,6453
2022-07-01 13:50:00+00:00,378.9,379.48,378.46,379.05,818137.0,379.005,5013
2022-07-01 13:55:00+00:00,379.06,379.71,378.59,378.69,877287.0,379.086,4555
2022-07-01 14:00:00+00:00,378.69,380.03,377.54,377.85,1847368.0,378.692,10061
2022-07-01 14:05:00+00:00,377.86,378.33,377.25,377.81,1205297.0,377.804,6375
2022-07-01 14:10:00+00:00,377.83,378.08,375.59,375.74,1323361.0,376.577,7358
2022-07-01 14:15:00+00:00,375.72,376.41,375.09,375.93,1155599.0,375.722,6412
2022-07-01 14:20:00+00:00,375.92,376.1,375.24,375.65,891289.0,375.718,4588
2022-07-01 14:25:00+00:00,375.66,375.71,374.86,375.03,777718.0,375.196,4675
2022-07-01 14:30:00+00:00,375.04,375.23,374.12,374.56,823823.0,374.67,4870
2022-07-01 14:35:00+00:00,374.59,374.75,373.88,374.12,728009.0,374.249,4154
2022-07-01 14:40:00+00:00,374.08,374.84,373.8,374.68,962501.0,374.386,5379
2022-07-01 14:45:00+00:00,374.73,375.69,374.42,375.36,766471.0,375.13,4161
2022-07-01 14:50:00+00:00,375.36,375.44,374.31,375.18,554152.0,374.865,3149
2022-07-01 14:55:00+00:00,375.17,376.16,374.8,375.4,619598.0,375.522,3622
2022-07-01 15:00:00+00:00,375.4,375.5,374.69,375.05,438423.0,375.143,2523
2022-07-01 15:05:00+00:00,375.01,376.8,374.92,376.49,812053.0,376.054,4199
2022-07-01 15:10:00+00:00,376.48,376.84,375.94,376.49,633581.0,376.442,3262
2022-07-01 15:15:00+00:00,376.49,377.51,376.41,376.88,790110.0,377.057,4423
2022-07-01 15:20:00+00:00,376.88,377.23,376.22,376.58,618755.0,376.771,3586
2022-07-01 15:25:00+00:00,376.58,376.61,376.0,376.27,437207.0,376.281,2567
2022-07-01 15:30:00+00:00,376.27,376.94,376.24,376.89,476324.0,376.67,2712
2022-07-01 15:35:00+00:00,376.86,377.27,376.56,376.75,315864.0,376.914,1981
2022-07-01 15:40:00+00:00,376.74,377.2,376.52,376.53,367329.0,376.966,2200
2022-07-01 15:45:00+00:00,376.53,377.1,376.48,376.7,228433.0,376.801,1362
2022-07-01 15:50:00+00:00,376.69,376.71,375.26,375.34,485239.0,375.859,2838
2022-07-01 15:55:00+00:00,375.34,375.71,375.06,375.4,481331.0,375.43,2412
2022-07-01 16:00:00+00:00,375.44,375.5,374.9,375.31,297993.0,375.208,1829
2022-07-01 16:05:00+00:00,375.38,375.87,375.28,375.69,358689.0,375.599,2096
2022-07-01 16:10:00+00:00,375.7,375.84,375.31,375.57,242254.0,375.551,1406
2022-07-01 16:15:00+00:00,375.58,376.83,375.44,376.62,369984.0,376.187,2270
2022-07-01 16:20:00+00:00,376.63,376.98,376.41,376.94,347975.0,376.701,1928
2022-07-01 16:25:00+00:00,376.94,377.03,376.49,376.82,433880.0,376.73,2308
2022-07-01 16:30:00+00:00,376.82,377.14,376.38,376.45,358956.0,376.774,2271
2022-07-01 16:35:00+00:00,376.45,376.7,376.04,376.09,322749.0,376.339,2081
2022-07-01 16:40:00+00:00,376.08,376.34,375.94,376.1,246950.0,376.138,1536
2022-07-01 16:45:00+00:00,376.06,376.3,375.83,376.26,254984.0,376.001,1633
2022-07-01 16:50:00+00:00,376.26,376.76,376.22,376.66,269220.0,376.529,1608
2022-07-01 16:55:00+00:00,376.66,376.79,375.66,375.67,427066.0,376.149,2334
2022-07-01 17:00:00+00:00,375.68,376.08,375.51,375.58,354795.0,375.811,2179
2022-07-01 17:05:00+00:00,375.57,375.95,375.46,375.92,230488.0,375.678,1495
2022-07-01 17:10:00+00:00,375.9,376.13,375.69,376.1,368400.0,375.935,1987
2022-07-01 17:15:00+00:00,376.11,376.43,375.68,376.28,483064.0,376.07,2560
2022-07-01 17:20:00+00:00,376.25,376.46,375.98,376.33,323452.0,376.224,1906
2022-07-01 17:25:00+00:00,376.32,376.84,376.18,376.77,348610.0,376.543,1868
2022-07-01 17:30:00+00:00,376.81,377.24,376.75,376.93,411721.0,377.023,2133
2022-07-01 17:35:00+00:00,376.94,377.85,376.68,377.47,811376.0,377.278,4785
2022-07-01 17:40:00+00:00,377.48,377.98,377.31,377.78,676163.0,377.704,3644
2022-07-01 17:45:00+00:00,377.79,378.24,377.62,378.24,472782.0,377.938,2722
2022-07-01 17:50:00+00:00,378.23,378.32,377.87,377.89,385444.0,378.147,2204
2022-07-01 17:55:00+00:00,377.92,378.22,377.84,378.22,358638.0,378.004,2264
2022-07-01 18:00:00+00:00,378.23,378.32,377.81,377.83,391431.0,378.129,2471
2022-07-01 18:05:00+00:00,377.85,378.11,377.42,377.66,444604.0,377.754,2871
2022-07-01 18:10:00+00:00,377.64,378.03,377.3,377.99,323272.0,377.604,2101
2022-07-01 18:15:00+00:00,378.01,378.61,377.85,378.59,537209.0,378.231,2789
2022-07-01 18:20:00+00:00,378.58,379.44,378.36,379.43,615961.0,378.94,3467
2022-07-01 18:25:00+00:00,379.45,379.48,378.88,378.98,689815.0,379.206,4006
2022-07-01 18:30:00+00:00,378.98,379.68,378.97,379.67,717988.0,379.415,3954
2022-07-01 18:35:00+00:00,379.65,379.75,379.22,379.74,515124.0,379.493,2808
2022-07-01 18:40:00+00:00,379.75,379.75,379.45,379.58,435304.0,379.588,2007
2022-07-01 18:45:00+00:00,379.59,380.15,379.5,380.04,737127.0,379.898,4080
2022-07-01 18:50:00+00:00,380.05,380.19,379.27,379.42,564152.0,379.764,3467
2022-07-01 18:55:00+00:00,379.44,379.97,379.23,379.89,418129.0,379.703,2355
2022-07-01 19:00:00+00:00,379.9,380.09,378.93,379.18,672741.0,379.429,3627
2022-07-01 19:05:00+00:00,379.18,380.11,379.17,380.07,692369.0,379.632,4054
2022-07-01 19:10:00+00:00,380.08,380.52,379.89,380.38,879032.0,380.282,4914
2022-07-01 19:15:00+00:00,380.38,380.67,380.1,380.25,557168.0,380.362,3358
2022-07-01 19:20:00+00:00,380.24,380.38,379.69,380.18,549489.0,379.967,3295
2022-07-01 19:25:00+00:00,380.17,380.39,379.87,380.17,655940.0,380.154,4173
2022-07-01 19:30:00+00:00,380.18,381.04,380.15,380.85,782971.0,380.716,4878
2022-07-01 19:35:00+00:00,380.85,381.3,380.85,381.29,930012.0,381.066,5716
2022-07-01 19:40:00+00:00,381.3,381.66,381.15,381.33,1380278.0,381.435,8533
2022-07-01 19:45:00+00:00,381.33,381.69,381.0,381.47,1173116.0,381.341,7446
2022-07-01 19:50:00+00:00,381.47,381.7,380.2,380.8,1870603.0,380.726,10773
2022-07-01 19:55:00+00:00,380.8,381.35,380.52,381.2,3943540.0,380.903,18653
2022-07-05 13:30:00+00:00,375.89,376.33,374.33,374.59,2294500.0,375.197,11275
2022-07-05 13:35:00+00:00,374.6,374.87,373.79,373.79,1607333.0,374.335,9741
2022-07-05 13:40:00+00:00,373.84,374.57,373.67,373.88,1507822.0,374.063,7627
2022-07-05 13:45:00+00:00,373.86,375.21,373.62,374.57,1666724.0,374.726,8657
2022-07-05 13:50:00+00:00,374.58,374.72,373.68,373.94,962368.0,374.102,6074
2022-07-05 13:55:00+00:00,373.94,374.24,373.28,373.89,1110084.0,373.747,6468
2022-07-05 14:00:00+00:00,373.83,374.47,372.9,373.18,1401455.0,373.651,7277
2022-07-05 14:05:00+00:00,373.18,373.75,372.92,373.72,855597.0,373.317,5168
2022-07-05 14:10:00+00:00,373.71,375.11,373.53,374.94,1356314.0,374.525,8090
2022-07-05 14:15:00+00:00,374.92,374.94,373.77,374.19,893708.0,374.353,5242
2022-07-05 14:20:00+00:00,374.17,374.75,373.99,374.42,594926.0,374.389,3751
2022-07-05 14:25:00+00:00,374.41,374.81,373.91,374.44,695043.0,374.339,4205
2022-07-05 14:30:00+00:00,374.44,374.95,374.1,374.36,730337.0,374.462,4407
2022-07-05 14:35:00+00:00,374.35,376.28,374.24,375.94,1108817.0,375.622,6616
2022-07-05 14:40:00+00:00,375.93,376.2,374.56,374.61,852394.0,375.53,4946
2022-07-05 14:45:00+00:00,374.59,374.75,373.88,374.55,755853.0,374.319,4265
2022-07-05 14:50:00+00:00,374.55,374.57,373.81,373.99,566168.0,374.111,3112
2022-07-05 14:55:00+00:00,373.97,374.34,373.76,374.12,482829.0,374.077,2755
2022-07-05 15:00:00+00:00,374.13,374.13,373.17,373.66,825726.0,373.487,4599
2022-07-05 15:05:00+00:00,373.63,373.95,373.06,373.76,490759.0,373.536,2941
2022-07-05 15:10:00+00:00,373.76,373.85,373.13,373.58,411007.0,373.498,2498
2022-07-05 15:15:00+00:00,373.56,374.2,373.5,373.89,483136.0,373.827,2949
2022-07-05 15:20:00+00:00,373.92,374.19,373.35,373.68,440223.0,373.797,2627
2022-07-05 15:25:00+00:00,373.64,374.1,373.41,373.77,438484.0,373.778,2506
2022-07-05 15:30:00+00:00,373.75,374.45,373.41,373.92,647182.0,374.028,2975
2022-07-05 15:35:00+00:00,373.91,374.08,373.42,373.67,389766.0,373.737,2255
2022-07-05 15:40:00+00:00,373.69,375.12,373.69,375.06,498386.0,374.515,2831
2022-07-05 15:45:00+00:00,375.07,375.67,374.87,375.38,750018.0,375.267,4018
2022-07-05 15:50:00+00:00,375.4,375.69,375.05,375.65,667019.0,375.392,3649
2022-07-05 15:55:00+00:00,375.65,375.76,375.13,375.23,503559.0,375.485,2794
2022-07-05 16:00:00+00:00,375.25,375.76,374.86,375.1,648528.0,375.272,3941
2022-07-05 16:05:00+00:00,375.09,375.74,374.89,375.69,392710.0,375.385,2118
2022-07-05 16:10:00+00:00,375.7,376.16,375.23,375.58,780027.0,375.825,4383
2022-07-05 16:15:00+00:00,375.62,375.92,375.04,375.81,535637.0,375.461,2759
2022-07-05 16:20:00+00:00,375.81,376.94,375.43,376.91,642262.0,376.268,3063
2022-07-05 16:25:00+00:00,376.91,377.12,376.54,376.66,657004.0,376.861,3338
2022-07-05 16:30:00+00:00,376.67,376.91,376.37,376.51,402763.0,376.613,2384
2022-07-05 16:35:00+00:00,376.54,376.95,376.42,376.69,369780.0,376.665,1672
2022-07-05 16:40:00+00:00,376.67,376.81,375.84,376.05,396664.0,376.306,2208
2022-07-05 16:45:00+00:00,376.05,376.07,375.37,375.53,453857.0,375.658,2147
2022-07-05 16:50:00+00:00,375.51,375.7,375.21,375.52,314749.0,375.466,1891
2022-07-05 16:55:00+00:00,375.56,375.68,375.31,375.4,248454.0,375.485,1526
2022-07-05 17:00:00+00:00,375.44,376.22,375.36,376.18,508461.0,375.745,2412
2022-07-05 17:05:00+00:00,376.2,376.25,375.35,375.98,450199.0,375.716,2440
2022-07-05 17:10:00+00:00,375.98,376.47,375.9,376.39,315370.0,376.236,1777
2022-07-05 17:15:00+00:00,376.37,377.18,376.26,377.1,469122.0,376.748,2507
2022-07-05 17:20:00+00:00,377.09,377.43,376.88,377.05,876914.0,377.168,3557
2022-07-05 17:25:00+00:00,377.06,377.23,376.92,376.98,377028.0,377.094,1996
2022-07-05 17:30:00+00:00,376.99,377.34,376.72,377.31,460570.0,376.983,2996
2022-07-05 17:35:00+00:00,377.3,377.83,377.29,377.73,660541.0,377.637,3376
2022-07-05 17:40:00+00:00,377.73,378.06,377.44,377.5,658391.0,377.798,3430
2022-07-05 17:45:00+00:00,377.51,377.57,376.69,377.27,655796.0,377.139,3777
2022-07-05 17:50:00+00:00,377.28,377.48,377.17,377.43,297411.0,377.347,1477
2022-07-05 17:55:00+00:00,377.42,377.54,377.17,377.48,336987.0,377.384,1765
2022-07-05 18:00:00+00:00,377.49,378.24,377.22,378.16,510953.0,377.728,2591
2022-07-05 18:05:00+00:00,378.16,378.18,377.53,377.69,545123.0,377.786,2407
2022-07-05 18:10:00+00:00,377.71,378.13,377.69,377.92,247813.0,377.926,1403
2022-07-05 18:15:00+00:00,377.98,378.24,377.4,378.21,555357.0,377.732,2877
2022-07-05 18:20:00+00:00,378.21,378.46,377.85,378.45,596929.0,378.159,2694
2022-07-05 18:25:00+00:00,378.45,379.15,378.29,378.93,909011.0,378.802,4341
