date,open,high,low,close,volume,average,barCount
2003-09-24,103.12,103.22,101.07,101.11,41720700.0,101.11,1
2003-09-25,101.41,101.88,100.2,100.28,53188100.0,100.28,1
2003-09-26,100.44,100.66,99.85,99.95,42916300.0,99.95,1
2003-09-29,100.3,100.99,99.79,100.93,36793100.0,100.93,1
2003-09-30,100.48,100.76,99.25,99.95,70777300.0,99.95,1
2003-10-01,100.24,102.18,100.2,102.08,65806400.0,102.08,1
2003-10-02,101.93,102.56,101.63,102.45,44639600.0,102.45,1
2003-10-03,103.67,104.28,103.08,103.39,48822200.0,103.39,1
2003-10-06,103.48,103.99,103.2,103.86,20246500.0,103.86,1
2003-10-07,103.26,104.31,102.91,104.26,42636600.0,104.26,1
2003-10-08,104.33,104.39,103.41,104.0,30944800.0,104.0,1
2003-10-09,104.88,105.22,103.83,104.28,40100900.0,104.28,1
2003-10-10,104.27,104.6,103.91,104.57,22686200.0,104.57,1
2003-10-13,104.72,105.29,104.51,104.9,23830300.0,104.9,1
2003-10-14,104.8,105.43,104.36,105.27,38506000.0,105.27,1
2003-10-15,105.86,105.89,104.64,104.99,39893900.0,104.99,1
2003-10-16,104.68,105.73,104.65,105.41,32794000.0,105.41,1
2003-10-17,105.47,105.63,103.98,104.26,32802200.0,104.26,1
2003-10-20,104.45,105.04,103.94,105.04,27791200.0,105.04,1
2003-10-21,104.82,105.28,104.32,104.86,26768000.0,104.86,1
2003-10-22,104.03,104.19,103.19,103.54,34131200.0,103.54,1
2003-10-23,102.89,103.95,102.84,103.35,46431100.0,103.35,1
2003-10-24,102.83,103.58,102.18,103.58,51738800.0,103.58,1
2003-10-27,103.74,104.18,103.27,103.63,32335000.0,103.63,1
2003-10-28,103.98,105.15,103.82,105.04,35036600.0,105.04,1
2003-10-29,104.77,105.43,104.69,105.18,30970400.0,105.18,1
2003-10-30,105.79,105.97,104.8,105.4,39153300.0,105.4,1
2003-10-31,105.4,105.74,105.22,105.3,25765300.0,105.3,1
2003-11-03,105.75,106.61,105.71,105.99,37605700.0,105.99,1
2003-11-04,105.99,106.27,105.58,105.76,31435400.0,105.76,1
2003-11-05,105.54,105.97,104.9,105.84,33661200.0,105.84,1
2003-11-06,105.6,106.44,105.1,106.4,28414000.0,106.4,1
2003-11-07,106.64,106.72,105.57,105.61,31737600.0,105.61,1
2003-11-10,105.74,105.84,105.01,105.18,25538500.0,105.18,1
2003-11-11,105.09,105.33,104.8,105.15,26809400.0,105.15,1
2003-11-12,105.23,106.47,105.16,106.33,28064200.0,106.33,1
2003-11-13,106.01,106.54,105.78,106.36,29725100.0,106.36,1
2003-11-14,106.4,106.95,105.29,105.46,49163100.0,105.46,1
2003-11-17,104.91,105.14,104.04,104.93,44440700.0,104.93,1
2003-11-18,105.24,105.45,103.7,103.84,41169200.0,103.84,1
2003-11-19,104.03,105.01,103.92,104.72,29848600.0,104.72,1
2003-11-20,103.91,105.24,103.75,103.78,53636400.0,103.78,1
2003-11-21,104.24,104.33,103.62,104.21,30027800.0,104.21,1
2003-11-24,104.69,105.78,104.68,105.59,28975000.0,105.59,1
2003-11-25,105.71,106.42,105.45,105.99,37583300.0,105.99,1
2003-11-26,106.42,106.45,105.39,106.37,33078800.0,106.37,1
2003-11-28,106.31,106.66,106.2,106.45,10507800.0,106.45,1
2003-12-01,106.93,107.68,106.8,107.6,38711000.0,107.6,1
2003-12-02,107.43,107.77,107.07,107.33,35371400.0,107.33,1
2003-12-03,107.65,108.08,107.07,107.16,39108800.0,107.16,1
2003-12-04,107.17,107.72,106.94,107.6,36097600.0,107.6,1
2003-12-05,107.12,107.8,106.62,106.85,28847100.0,106.85,1
2003-12-08,106.74,107.64,106.68,107.57,32499200.0,107.57,1
2003-12-09,107.9,107.93,106.54,106.74,43624700.0,106.74,1
2003-12-10,106.8,106.98,105.96,106.73,36931400.0,106.73,1
2003-12-11,106.68,108.1,106.67,107.93,42476300.0,107.93,1
2003-12-12,107.99,108.2,106.65,108.14,34145300.0,108.14,1
