date,open,high,low,close,volume,average,barCount
2023-07-20 13:30:00+00:00,4554.38,4557.28,4554.38,4555.76,0.0,0.0,58
2023-07-20 13:31:00+00:00,4555.77,4559.28,4555.74,4558.56,0.0,0.0,58
2023-07-20 13:32:00+00:00,4558.67,4559.52,4558.17,4559.28,0.0,0.0,58
2023-07-20 13:33:00+00:00,4559.56,4561.19,4559.52,4560.92,0.0,0.0,59
2023-07-20 13:34:00+00:00,4560.97,4563.68,4560.97,4561.4,0.0,0.0,60
2023-07-20 13:35:00+00:00,4561.24,4561.98,4560.64,4561.51,0.0,0.0,58
2023-07-20 13:36:00+00:00,4561.76,4562.46,4560.93,4562.16,0.0,0.0,57
2023-07-20 13:37:00+00:00,4562.19,4562.81,4561.81,4562.05,0.0,0.0,56
2023-07-20 13:38:00+00:00,4562.23,4563.7,4562.04,4563.37,0.0,0.0,56
2023-07-20 13:39:00+00:00,4563.23,4564.74,4561.79,4562.44,0.0,0.0,58
2023-07-20 13:40:00+00:00,4562.22,4562.22,4559.87,4560.9,0.0,0.0,58
2023-07-20 13:41:00+00:00,4561.11,4562.64,4560.18,4562.47,0.0,0.0,58
2023-07-20 13:42:00+00:00,4562.58,4562.99,4562.0,4562.78,0.0,0.0,56
2023-07-20 13:43:00+00:00,4562.72,4562.72,4561.79,4562.03,0.0,0.0,60
2023-07-20 13:44:00+00:00,4561.78,4562.1,4560.89,4562.1,0.0,0.0,58
2023-07-20 13:45:00+00:00,4562.17,4562.51,4561.3,4562.06,0.0,0.0,59
2023-07-20 13:46:00+00:00,4562.12,4563.21,4561.79,4562.36,0.0,0.0,58
2023-07-20 13:47:00+00:00,4562.54,4564.09,4562.48,4563.57,0.0,0.0,58
2023-07-20 13:48:00+00:00,4563.72,4563.96,4562.5,4562.61,0.0,0.0,58
2023-07-20 13:49:00+00:00,4562.75,4564.09,4562.75,4563.97,0.0,0.0,59
2023-07-20 13:50:00+00:00,4563.94,4563.96,4562.32,4563.7,0.0,0.0,59
2023-07-20 13:51:00+00:00,4563.85,4564.38,4562.94,4563.42,0.0,0.0,59
2023-07-20 13:52:00+00:00,4563.47,4563.47,4561.24,4562.7,0.0,0.0,59
2023-07-20 13:53:00+00:00,4562.47,4562.97,4562.13,4562.78,0.0,0.0,59
2023-07-20 13:54:00+00:00,4562.77,4563.0,4561.75,4562.66,0.0,0.0,58
2023-07-20 13:55:00+00:00,4562.61,4563.06,4561.83,4562.94,0.0,0.0,58
2023-07-20 13:56:00+00:00,4562.77,4562.94,4561.6,4562.5,0.0,0.0,59
2023-07-20 13:57:00+00:00,4562.49,4563.24,4562.48,4562.48,0.0,0.0,58
2023-07-20 13:58:00+00:00,4562.43,4562.7,4560.98,4561.25,0.0,0.0,60
2023-07-20 13:59:00+00:00,4561.28,4561.79,4560.89,4561.54,0.0,0.0,58
2023-07-20 14:00:00+00:00,4561.41,4562.52,4559.85,4560.02,0.0,0.0,60
2023-07-20 14:01:00+00:00,4559.88,4560.14,4558.34,4558.69,0.0,0.0,60
2023-07-20 14:02:00+00:00,4558.81,4560.28,4558.2,4560.01,0.0,0.0,59
