,symbol,entry_date,entry_price,exit_date,exit_price,size,pnl,return,holding_days,holding_bars
510,SPY,2025-04-15 19:35:00,537.95,2025-04-16 13:30:00,532.88,20.60361267703191,-126.40784326610265,-0.009424667720048463,0.7465277777777778,58
511,SPY,2025-04-17 15:05:00,527.37,2025-04-17 16:00:00,526.52,24.2524349645421,-46.140584442866384,-0.001611771621442326,0.03819444444444445,2
512,SPY,2025-04-17 17:05:00,529.66,2025-04-17 19:05:00,528.41,25.101978748580713,-57.89248248021249,-0.0023600045312086593,0.08333333333333333,6
513,SPY,2025-04-21 13:35:00,519.99,2025-04-21 13:40:00,519.52,21.027064837101268,-31.719757941054922,-0.0009038635358372682,0.003472222222222222,0
514,SPY,2025-04-21 15:15:00,514.24,2025-04-21 15:25:00,513.11,21.127707452254207,-45.54514452472904,-0.0021974175482265546,0.006944444444444444,0
515,SPY,2025-04-22 13:30:00,519.43,2025-04-22 13:55:00,521.89,28.01263252571567,39.68666994835803,0.004735960572165743,0.017361111111111112,1
516,SPY,2025-04-22 14:15:00,522.69,2025-04-22 14:20:00,523.29,21.40147713094437,-9.546272478170067,0.001147907937783188,0.003472222222222222,0
517,SPY,2025-04-22 14:25:00,523.06,2025-04-22 14:30:00,523.05,24.859873067067014,-26.241508989522117,-1.911826559097829e-05,0.003472222222222222,0
518,SPY,2025-04-22 14:55:00,524.67,2025-04-22 16:20:00,528.95,22.16625409989316,71.43361217537131,0.008157508529170965,0.059027777777777776,4
519,SPY,2025-04-22 16:40:00,528.23,2025-04-22 17:30:00,522.93,24.87782927352529,-157.85821231043337,-0.01003350813092796,0.034722222222222224,2
520,SPY,2025-04-23 13:30:00,541.13,2025-04-23 13:50:00,542.58,41.41452177424916,15.132144815343054,0.0026795779202779535,0.013888888888888888,1
521,SPY,2025-04-23 14:45:00,543.65,2025-04-23 14:50:00,542.98,21.520821283010385,-37.77801596457539,-0.001232410558263508,0.003472222222222222,0
522,SPY,2025-04-23 15:10:00,542.25,2025-04-23 15:35:00,539.01,25.08691904312484,-108.31229606636225,-0.005975103734439879,0.017361111111111112,1
523,SPY,2025-04-23 16:35:00,537.43,2025-04-23 17:00:00,538.48,21.808984644301137,-0.5762265239554836,0.0019537428130176338,0.017361111111111112,1
524,SPY,2025-04-23 17:30:00,537.53,2025-04-23 18:50:00,536.06,23.247644598382497,-59.08584015407723,-0.0027347310847767314,0.05555555555555555,4
525,SPY,2025-04-24 14:10:00,539.97,2025-04-24 14:15:00,540.65,22.029114901411216,-8.82837376896532,0.001259329221993788,0.003472222222222222,0
526,SPY,2025-04-24 15:15:00,543.08,2025-04-24 16:45:00,544.81,27.81798422915809,17.82923625665171,0.003185534359578579,0.0625,4
527,SPY,2025-04-24 17:05:00,544.74,2025-04-24 18:35:00,546.44,21.24691185281693,12.911035286595506,0.00312075485552743,0.0625,4
528,SPY,2025-04-24 18:40:00,546.25,2025-04-24 19:45:00,547.1,22.297274370910888,-5.432795562566753,0.001556064073226615,0.04513888888888889,3
529,SPY,2025-04-25 13:35:00,547.57,2025-04-25 16:20:00,548.43,19.511282157942325,-4.610741719458019,0.0015705754515402681,0.11458333333333333,8
530,SPY,2025-04-25 16:45:00,548.54,2025-04-25 17:15:00,550.25,25.551172176505606,15.587498974071423,0.0031173660990995167,0.020833333333333332,1
531,SPY,2025-04-25 17:30:00,550.59,2025-04-25 18:45:00,550.48,20.876399338691147,-25.268992502873516,-0.00019978568444756206,0.052083333333333336,4
532,SPY,2025-04-25 18:50:00,550.38,2025-04-28 13:40:00,553.11,19.426361135825356,31.55488159973902,0.004960209309931463,2.7847222222222223,217
533,SPY,2025-04-28 13:50:00,551.71,2025-04-28 15:20:00,547.98,20.286017817327906,-97.8883942136672,-0.0067607982454550575,0.0625,4
534,SPY,2025-04-28 18:45:00,548.64,2025-04-28 19:45:00,551.17,20.637688310466412,29.47497696798564,0.004611402741323989,0.041666666666666664,3
535,SPY,2025-04-28 19:55:00,550.93,2025-04-29 14:10:00,551.84,20.505622698662254,-3.9602131814444874,0.0016517524912422754,0.7604166666666666,59
536,SPY,2025-04-29 14:20:00,550.08,2025-04-29 14:55:00,552.96,21.43993373894574,38.04801307334674,0.005235602094240788,0.024305555555555556,1
537,SPY,2025-04-29 15:15:00,551.42,2025-04-29 17:35:00,553.34,25.509226541172637,20.761279405882306,0.0034819194080737415,0.09722222222222222,7
538,SPY,2025-04-29 18:20:00,554.47,2025-04-30 13:45:00,544.21,21.61723669969325,-245.3097169911489,-0.01850415712301834,0.8090277777777778,63
539,SPY,2025-04-30 17:20:00,548.79,2025-04-30 18:20:00,551.36,19.80956061250747,29.077094294858398,0.004683029938592265,0.041666666666666664,3
540,SPY,2025-04-30 18:35:00,549.43,2025-04-30 19:40:00,551.29,23.37846917026824,17.720208435213863,0.003385326611215378,0.04513888888888889,3
541,SPY,2025-04-30 19:50:00,555.12,2025-05-01 13:55:00,558.85,19.30692487058632,50.44626951439568,0.006719267906038384,0.7534722222222222,58
542,SPY,2025-05-01 14:40:00,562.21,2025-05-01 17:05:00,561.41,23.331636753230022,-44.84943916765769,-0.0014229558350083993,0.10069444444444445,7
543,SPY,2025-05-01 17:40:00,560.17,2025-05-01 18:40:00,562.2,19.56656319346971,17.730479949834262,0.0036238998875341988,0.041666666666666664,3
544,SPY,2025-05-01 19:00:00,561.98,2025-05-02 14:15:00,565.31,20.544494816501707,45.19676501787944,0.005925477775009735,0.8020833333333334,62
545,SPY,2025-05-02 14:40:00,565.09,2025-05-02 18:30:00,567.95,21.18200446261655,36.53192421343192,0.0050611407032508104,0.1597222222222222,12
546,SPY,2025-05-02 18:35:00,568.11,2025-05-05 13:30:00,562.93,19.045717978766522,-120.08890976756447,-0.009117952509197225,2.7881944444444446,217
547,SPY,2025-05-05 17:00:00,565.39,2025-05-05 18:10:00,566.29,22.307340383126057,-5.175608802523129,0.001591821574488339,0.04861111111111111,3
548,SPY,2025-05-05 19:00:00,565.66,2025-05-05 19:45:00,564.17,18.999606954667122,-49.736711865427424,-0.002634091150160889,0.03125,2
549,SPY,2025-05-06 15:10:00,560.93,2025-05-06 16:10:00,562.94,22.629821665773243,20.020217162953486,0.003583334818961559,0.041666666666666664,3
550,SPY,2025-05-06 16:15:00,562.18,2025-05-06 17:00:00,559.64,20.361482158137328,-74.49696933175437,-0.004518125867159939,0.03125,2
551,SPY,2025-05-06 19:05:00,560.21,2025-05-06 19:55:00,558.8,18.779498013297573,-47.456565194923314,-0.0025169133003696276,0.034722222222222224,2
552,SPY,2025-05-07 13:45:00,560.0,2025-05-07 14:35:00,561.72,19.812828164731847,11.83067003178985,0.003071428571428614,0.034722222222222224,2
553,SPY,2025-05-07 14:40:00,561.7,2025-05-07 15:00:00,559.15,19.716955036601576,-72.31668142535636,-0.004539789923446835,0.013888888888888888,1
554,SPY,2025-05-07 16:05:00,559.91,2025-05-07 16:15:00,560.34,19.379925377094064,-13.374467512063347,0.0007679805683056262,0.006944444444444444,0
555,SPY,2025-05-07 17:10:00,561.74,2025-05-07 18:55:00,560.85,18.82625584373427,-37.862220175249604,-0.0015843628725032977,0.07291666666666667,5
556,SPY,2025-05-07 19:15:00,560.53,2025-05-08 13:55:00,564.13,21.50339632720008,53.162935548765745,0.006422492997698592,0.7777777777777778,60
557,SPY,2025-05-08 14:10:00,562.83,2025-05-08 15:45:00,569.35,22.79302942404634,122.66910645092321,0.011584314979656396,0.06597222222222222,5
558,SPY,2025-05-08 15:55:00,568.38,2025-05-08 16:40:00,569.71,19.881684256400657,3.8003781799234275,0.002339983813645974,0.03125,2
559,SPY,2025-05-08 17:00:00,569.62,2025-05-08 18:40:00,569.06,22.937331641761965,-38.937288889566844,-0.0009831115480496422,0.06944444444444445,5
560,SPY,2025-05-08 18:55:00,568.35,2025-05-08 19:50:00,565.42,19.305047543946102,-78.38379380837614,-0.005155274038884605,0.03819444444444445,2
561,SPY,2025-05-09 18:05:00,564.67,2025-05-09 19:05:00,565.68,20.019967943735207,-2.4182984141862107,0.0017886553208068534,0.041666666666666664,3
562,SPY,2025-05-09 19:55:00,564.28,2025-05-12 13:50:00,579.73,20.50506803020175,293.0403822914104,0.02738002410151008,2.7465277777777777,214
563,SPY,2025-05-12 14:15:00,579.84,2025-05-12 16:20:00,579.77,21.2354339318252,-26.097503769007744,-0.00012072295805742872,0.08680555555555555,6
564,SPY,2025-05-12 16:30:00,579.65,2025-05-12 16:40:00,580.25,18.253005353684884,-10.220218194383051,0.0010351073923919873,0.006944444444444444,0
565,SPY,2025-05-12 16:55:00,581.06,2025-05-12 17:10:00,581.88,18.060687738314353,-6.1980328639401705,0.0014112139882285213,0.010416666666666666,0
566,SPY,2025-05-12 17:35:00,581.59,2025-05-12 19:55:00,582.83,19.461599382815074,1.4581181020876102,0.0021320861775477873,0.09722222222222222,7
567,SPY,2025-05-13 13:55:00,585.28,2025-05-13 14:00:00,585.71,21.199049138122277,-15.704982516914242,0.0007346910880263735,0.003472222222222222,0
568,SPY,2025-05-13 15:05:00,587.06,2025-05-13 17:30:00,588.88,19.325044582819444,12.422696765124783,0.0031001941879877926,0.10069444444444445,7
569,SPY,2025-05-13 17:50:00,588.14,2025-05-14 13:30:00,588.79,19.10981866563056,-10.070706461481677,0.0011051790390042004,0.8194444444444444,63
570,SPY,2025-05-14 14:55:00,587.54,2025-05-14 15:35:00,588.25,17.887058164534967,-8.333790571790814,0.0012084283623243763,0.027777777777777776,2
571,SPY,2025-05-14 16:10:00,588.06,2025-05-14 17:20:00,585.86,18.364803006954176,-61.910214391115005,-0.0037411148522258353,0.04861111111111111,3
572,SPY,2025-05-14 18:05:00,587.36,2025-05-15 15:10:00,587.63,18.73634971311582,-16.950257900114593,0.0004596840098065602,0.8784722222222222,68
573,SPY,2025-05-15 15:20:00,588.29,2025-05-15 19:55:00,590.4,18.234248108740452,16.954028842725165,0.0035866664400210357,0.1909722222222222,14
574,SPY,2025-05-16 13:30:00,590.45,2025-05-16 13:55:00,591.36,20.274308651617574,-5.517220040304892,0.001541197391819793,0.017361111111111112,1
575,SPY,2025-05-16 16:30:00,591.92,2025-05-16 18:45:00,593.75,20.377671461817673,13.104753156649167,0.003091634004595223,0.09375,7
576,SPY,2025-05-16 19:00:00,593.86,2025-05-19 13:35:00,589.93,20.696973905019323,-105.74642931248673,-0.006617721348466055,2.7743055555555554,216
577,SPY,2025-05-19 15:15:00,592.7,2025-05-19 16:25:00,593.96,18.182569879785497,1.3213993561421375,0.0021258646870254694,0.04861111111111111,3
578,SPY,2025-05-19 17:10:00,595.32,2025-05-20 13:50:00,593.23,18.982051419123046,-62.18267147033475,-0.0035107169253510984,0.8611111111111112,67
579,SPY,2025-05-20 15:05:00,593.05,2025-05-20 18:25:00,590.81,18.093650381490356,-61.89890610873408,-0.0037770845628530836,0.1388888888888889,10
580,SPY,2025-05-21 16:00:00,591.77,2025-05-21 17:15:00,588.26,17.758226600802754,-83.21383767481166,-0.005931358466971903,0.052083333333333336,4
581,SPY,2025-05-22 16:20:00,584.42,2025-05-22 17:20:00,584.49,18.34603569993756,-20.151203239111055,0.0001197768727969617,0.041666666666666664,3
582,SPY,2025-05-22 18:25:00,585.57,2025-05-22 19:55:00,583.03,18.423251691728264,-68.266934856214,-0.004337653909865735,0.0625,4
583,SPY,2025-05-23 17:20:00,580.79,2025-05-27 14:15:00,587.67,18.174419644450836,103.68956533010714,0.011845933986466717,3.8715277777777777,301
584,SPY,2025-05-27 14:40:00,588.08,2025-05-27 16:00:00,589.47,17.728321300617218,3.7521898072645854,0.0023636239967350647,0.05555555555555555,4
585,SPY,2025-05-27 16:40:00,590.27,2025-05-27 17:40:00,590.31,19.04677026718027,-21.713883603193608,6.776559879373423e-05,0.041666666666666664,3
586,SPY,2025-05-27 18:20:00,590.8,2025-05-27 19:55:00,591.05,20.48966563176501,-19.08630691849794,0.00042315504400813886,0.06597222222222222,5
587,SPY,2025-05-28 13:55:00,590.79,2025-05-28 14:50:00,589.35,19.188323636518135,-50.23715446841379,-0.002437414309653052,0.03819444444444445,2
588,SPY,2025-05-28 16:30:00,589.79,2025-05-28 19:50:00,587.46,17.770257160674102,-62.27289041231779,-0.0039505586734259746,0.1388888888888889,10
589,SPY,2025-05-29 13:45:00,590.44,2025-05-29 15:55:00,587.19,17.691603426742347,-78.26398803659322,-0.005504369622654326,0.09027777777777778,7
590,SPY,2025-05-29 17:05:00,589.69,2025-05-29 19:55:00,589.99,17.83636043719532,-15.685117183231341,0.0005087418813274347,0.11805555555555555,9
591,SPY,2025-05-30 13:30:00,588.17,2025-05-30 14:25:00,589.6,17.584147366026237,4.420471772687961,0.0024312698709558767,0.03819444444444445,2
592,SPY,2025-05-30 14:50:00,588.81,2025-05-30 15:55:00,587.98,18.2448920769245,-36.58779607898214,-0.0014096227985257448,0.04513888888888889,3
593,SPY,2025-05-30 18:25:00,588.26,2025-06-02 14:05:00,586.9,18.961270217345845,-48.0329381072188,-0.002311902900078211,2.8194444444444446,219
594,SPY,2025-06-02 14:40:00,588.57,2025-06-02 14:55:00,589.33,18.634577991304692,-7.790570505991127,0.0012912652700614036,0.010416666666666666,0
595,SPY,2025-06-02 15:25:00,588.54,2025-06-03 14:55:00,594.37,18.410526079507413,85.45898093616233,0.00990586875998245,0.9791666666666666,76
596,SPY,2025-06-03 15:00:00,594.56,2025-06-03 15:25:00,594.97,17.82914405579188,-13.895054809034264,0.000689585575888163,0.017361111111111112,1
597,SPY,2025-06-03 16:15:00,596.17,2025-06-03 17:10:00,596.79,21.346933365504505,-12.231434403423918,0.0010399718201183905,0.03819444444444445,2
598,SPY,2025-06-03 17:25:00,596.75,2025-06-04 13:30:00,597.56,20.24631089631708,-7.785160866851584,0.0013573523250942632,0.8368055555555556,65
599,SPY,2025-06-04 15:10:00,597.53,2025-06-04 17:05:00,597.18,17.28781509903619,-26.688286188926213,-0.0005857446488042317,0.0798611111111111,6
600,SPY,2025-06-04 18:45:00,597.22,2025-06-05 13:55:00,594.29,20.0186366293113,-82.43645957318768,-0.004906064766752705,0.7986111111111112,62
601,SPY,2025-06-05 15:15:00,598.37,2025-06-05 15:20:00,598.5,19.959659740057894,-21.28501108628734,0.00021725688119400566,0.003472222222222222,0
602,SPY,2025-06-05 15:35:00,598.51,2025-06-05 16:45:00,595.25,18.61571911502519,-82.83817691461627,-0.00544685970159231,0.04861111111111111,3
603,SPY,2025-06-05 17:40:00,596.87,2025-06-05 18:20:00,595.32,19.563651903820276,-53.60528032043476,-0.0025968803927152173,0.027777777777777776,2
