,symbol,entry_date,entry_price,exit_date,exit_price,size,pnl,return,holding_days,entry_regime,exit_regime
0,SPY,2018-03-22,262.0,2019-01-17,263.3,0.34118079192803125,0.2639590573796511,0.004961832061068705,301,weak_downtrend,weak_downtrend
1,SPY,2023-09-21,431.12,2024-05-14,523.6,0.2073423723032822,18.95800222279769,0.21451104100946372,236,downtrend,downtrend
2,SPY,2025-02-27,584.89,2025-05-08,564.32,0.15285990544622885,-3.3167657968098894,-0.03516900613790619,70,uptrend,weak_downtrend
