entry_regime,pnl_count,pnl_sum,pnl_mean,return_mean,return_std,return_min,return_max,win_rate,sharpe
downtrend,1,18.95800222279769,18.95800222279769,0.21451104100946372,,0.21451104100946372,0.21451104100946372,1.0,0.0
uptrend,1,-3.3167657968098894,-3.3167657968098894,-0.03516900613790619,,-0.03516900613790619,-0.03516900613790619,0.0,0.0
weak_downtrend,1,0.2639590573796511,0.2639590573796511,0.004961832061068705,,0.004961832061068705,0.004961832061068705,1.0,0.0
